model,temperature,source_en,reference_fr,hypothesis,BLEU,ROUGE-1,ROUGE-L
Ollama llama3.2,0.2,"Barriers to effective care include a lack of investment in mental health care, lack of trained health-care providers and social stigma associated with mental disorders.","Le manque de ressources, le manque d’investissements en faveur des soins de santé mentale, le manque de soignants formés et la stigmatisation sociale associée aux troubles mentaux sont autant d’obstacles à une prise en charge efficace.","Les barrières à un soin efficace incluent un manque d'investissement dans le soin de la santé mentale, un manque de professionnels de santé formés et une stigmatisation sociale associée aux troubles mentaux.",20.143527098529763,64.86486486486486,51.35135135135135
Ollama llama3.2,0.5,"Barriers to effective care include a lack of investment in mental health care, lack of trained health-care providers and social stigma associated with mental disorders.","Le manque de ressources, le manque d’investissements en faveur des soins de santé mentale, le manque de soignants formés et la stigmatisation sociale associée aux troubles mentaux sont autant d’obstacles à une prise en charge efficace.","Les barrières à un soin efficace comprennent un manque d'investissement dans le soins de santé mentale, un manque de professionnels de santé formés et une stigmatisation sociale associée aux troubles mentaux.",25.40805979559631,63.01369863013699,52.054794520547944
Ollama llama3.2,0.8,"Barriers to effective care include a lack of investment in mental health care, lack of trained health-care providers and social stigma associated with mental disorders.","Le manque de ressources, le manque d’investissements en faveur des soins de santé mentale, le manque de soignants formés et la stigmatisation sociale associée aux troubles mentaux sont autant d’obstacles à une prise en charge efficace.","Les barrières à un soin efficace incluent un manque d'investissement dans le soins de santé mentale, un manque de professionnels de la santé formés et une stigmatisation sociale associée aux troubles mentaux.",25.781262069136147,64.86486486486486,51.35135135135135
Ollama llama3.2,1.0,"Barriers to effective care include a lack of investment in mental health care, lack of trained health-care providers and social stigma associated with mental disorders.","Le manque de ressources, le manque d’investissements en faveur des soins de santé mentale, le manque de soignants formés et la stigmatisation sociale associée aux troubles mentaux sont autant d’obstacles à une prise en charge efficace.","Les barrières à un soins efficaces incluent un manque d'investissement dans la santé mentale, un manque de fournisseurs de soins de santé formés et une stigmatisation sociale associée aux troubles mentaux.",21.26776101344203,63.01369863013699,46.57534246575343
HF opus-mt,n/a,"During a depressive episode, a person experiences a depressed mood (feeling sad, irritable, empty).","L’épisode dépressif se caractérise par la présence d’une humeur dépressive (sentiment de tristesse et de vide, irritabilité), qui s’accompagne parfois d’une perte de la capacité à éprouver du plaisir ou de l’intérêt.","Lors d'un épisode dépressif, une personne éprouve une humeur dépressive (sentiment triste, irritable, vide).",6.441859481970157,37.28813559322033,30.508474576271183
Ollama llama3.2,0.0,"During a depressive episode, a person experiences a depressed mood (feeling sad, irritable, empty).","L’épisode dépressif se caractérise par la présence d’une humeur dépressive (sentiment de tristesse et de vide, irritabilité), qui s’accompagne parfois d’une perte de la capacité à éprouver du plaisir ou de l’intérêt.","Pendant une épisode dépressif, une personne ressent un état de tristesse (sourire triste, irritabilité, vide).",3.014915324274034,31.034482758620683,24.137931034482758
Ollama llama3.2,0.2,"During a depressive episode, a person experiences a depressed mood (feeling sad, irritable, empty).","L’épisode dépressif se caractérise par la présence d’une humeur dépressive (sentiment de tristesse et de vide, irritabilité), qui s’accompagne parfois d’une perte de la capacité à éprouver du plaisir ou de l’intérêt.","Pendant une épisode de dépression, une personne ressent un état de tristesse (sourire triste, irritabilité, vide).",3.106481238866495,30.508474576271183,20.338983050847457
Ollama llama3.2,0.5,"During a depressive episode, a person experiences a depressed mood (feeling sad, irritable, empty).","L’épisode dépressif se caractérise par la présence d’une humeur dépressive (sentiment de tristesse et de vide, irritabilité), qui s’accompagne parfois d’une perte de la capacité à éprouver du plaisir ou de l’intérêt.","Pendant une épisode dépressif, une personne vit un état de tristesse (sentir du mal-être, de l'irritabilité, vide).",2.743927042370006,38.70967741935483,29.032258064516125
Ollama llama3.2,0.8,"During a depressive episode, a person experiences a depressed mood (feeling sad, irritable, empty).","L’épisode dépressif se caractérise par la présence d’une humeur dépressive (sentiment de tristesse et de vide, irritabilité), qui s’accompagne parfois d’une perte de la capacité à éprouver du plaisir ou de l’intérêt.","Pendant une épisode dépressif, une personne ressent un état de mélancolie (sentir tristesse, irritation, vide).",1.4682694104989733,27.118644067796605,23.728813559322035
Ollama llama3.2,1.0,"During a depressive episode, a person experiences a depressed mood (feeling sad, irritable, empty).","L’épisode dépressif se caractérise par la présence d’une humeur dépressive (sentiment de tristesse et de vide, irritabilité), qui s’accompagne parfois d’une perte de la capacité à éprouver du plaisir ou de l’intérêt.","Durant une période de dépression, une personne ressent un état de dépression (une tristesse, une irritation, vide).",1.551717003714546,25.806451612903224,16.129032258064516
HF opus-mt,n/a,A depressive episode is different from regular mood fluctuations.,Il faut distinguer l’épisode dépressif des fluctuations ordinaires de l’humeur.,Un épisode dépressif est différent des fluctuations régulières de l'humeur.,9.425159511373677,57.14285714285715,57.14285714285715
Ollama llama3.2,0.0,A depressive episode is different from regular mood fluctuations.,Il faut distinguer l’épisode dépressif des fluctuations ordinaires de l’humeur.,Un épisode dépressif est différent des fluctuations de humeur régulières.,9.425159511373677,51.85185185185186,51.85185185185186
Ollama llama3.2,0.2,A depressive episode is different from regular mood fluctuations.,Il faut distinguer l’épisode dépressif des fluctuations ordinaires de l’humeur.,Un épisode dépressif est différent des fluctuations de humeur régulières.,9.425159511373677,51.85185185185186,51.85185185185186
Ollama llama3.2,0.5,A depressive episode is different from regular mood fluctuations.,Il faut distinguer l’épisode dépressif des fluctuations ordinaires de l’humeur.,Un épisode de dépression est différent des fluttuations normales du humeur.,4.456882760699064,38.46153846153847,30.76923076923077
Ollama llama3.2,0.8,A depressive episode is different from regular mood fluctuations.,Il faut distinguer l’épisode dépressif des fluctuations ordinaires de l’humeur.,Un épisode dépressif est différent des fluctuations de la humeur normales.,8.51659301881964,53.84615384615385,53.84615384615385
Ollama llama3.2,1.0,A depressive episode is different from regular mood fluctuations.,Il faut distinguer l’épisode dépressif des fluctuations ordinaires de l’humeur.,Un épisode de dépression est différent des fluctuations de l'humeur régulières.,8.054496384843702,48.275862068965516,48.275862068965516
HF opus-mt,n/a,"Other symptoms are also present, which may include: Depression can cause difficulties in all aspects of life, including in the community and at home, work and school.","D’autres symptômes sont également présents, notamment : La dépression peut entraîner des difficultés dans tous les domaines de la vie, auprès de l’entourage, au sein de la famille et dans le cadre professionnel ou scolaire.","D'autres symptômes sont également présents, notamment : La dépression peut causer des difficultés dans tous les aspects de la vie, y compris dans la collectivité et à la maison, au travail et à l'école.",40.93222021703904,68.35443037974683,60.75949367088608
Ollama llama3.2,0.0,"Other symptoms are also present, which may include: Depression can cause difficulties in all aspects of life, including in the community and at home, work and school.","D’autres symptômes sont également présents, notamment : La dépression peut entraîner des difficultés dans tous les domaines de la vie, auprès de l’entourage, au sein de la famille et dans le cadre professionnel ou scolaire.","D'autres symptômes sont également présents, qui peuvent inclure : La dépression peut causer des difficultés dans tous les aspects de la vie, y compris dans la communauté et à la maison, au travail et à l'école.",31.50184265965517,64.19753086419753,56.790123456790134
Ollama llama3.2,0.2,"Other symptoms are also present, which may include: Depression can cause difficulties in all aspects of life, including in the community and at home, work and school.","D’autres symptômes sont également présents, notamment : La dépression peut entraîner des difficultés dans tous les domaines de la vie, auprès de l’entourage, au sein de la famille et dans le cadre professionnel ou scolaire.","D'autres symptômes sont également présents, qui peuvent inclure : La dépression peut causer des difficultés dans tous les aspects de la vie, y compris dans la communauté et à la maison, au travail et à l'école.",31.50184265965517,64.19753086419753,56.790123456790134
Ollama llama3.2,0.5,"Other symptoms are also present, which may include: Depression can cause difficulties in all aspects of life, including in the community and at home, work and school.","D’autres symptômes sont également présents, notamment : La dépression peut entraîner des difficultés dans tous les domaines de la vie, auprès de l’entourage, au sein de la famille et dans le cadre professionnel ou scolaire.","D'autres symptômes sont également présents, tels que : La dépression peut causer des difficultés dans toutes les facettes de la vie, y compris dans la communauté et à la maison, au travail et à l'école.",26.38561277074521,62.5,55.000000000000014
Ollama llama3.2,0.8,"Other symptoms are also present, which may include: Depression can cause difficulties in all aspects of life, including in the community and at home, work and school.","D’autres symptômes sont également présents, notamment : La dépression peut entraîner des difficultés dans tous les domaines de la vie, auprès de l’entourage, au sein de la famille et dans le cadre professionnel ou scolaire.","D'autres symptômes sont aussi présents, qui peuvent inclure : La dépression peut causer des difficultés dans tous les aspects de la vie, y compris dans la communauté et à la maison, travail et école.",24.75555805707596,58.22784810126581,55.69620253164557
Ollama llama3.2,1.0,"Other symptoms are also present, which may include: Depression can cause difficulties in all aspects of life, including in the community and at home, work and school.","D’autres symptômes sont également présents, notamment : La dépression peut entraîner des difficultés dans tous les domaines de la vie, auprès de l’entourage, au sein de la famille et dans le cadre professionnel ou scolaire.","D'autres symptômes sont également présents, qui peuvent inclure : La dépression peut causer des difficultés dans tous les domaines de la vie, notamment dans le cadre communautaire et à domicile, travail et scolarité.",43.298771274863306,69.23076923076924,64.1025641025641
HF opus-mt,n/a,"A depressive episode can be categorized as mild, moderate, or severe depending on the number and severity of symptoms, as well as the impact on the individual’s functioning.","Un épisode dépressif peut être classé comme léger, modéré ou sévère en fonction du nombre et de la gravité des symptômes, ainsi que de leur impact sur le fonctionnement de la personne concernée.","Un épisode dépressif peut être classé comme léger, modéré ou sévère selon le nombre et la gravité des symptômes, ainsi que l'impact sur le fonctionnement de l'individu.",54.58499081077504,80.0,80.0
Ollama llama3.2,0.0,"A depressive episode can be categorized as mild, moderate, or severe depending on the number and severity of symptoms, as well as the impact on the individual’s functioning.","Un épisode dépressif peut être classé comme léger, modéré ou sévère en fonction du nombre et de la gravité des symptômes, ainsi que de leur impact sur le fonctionnement de la personne concernée.","Une épisode dépressif peut être catégorisé comme faible, modéré ou sévère en fonction du nombre et de la gravité des symptômes ainsi que de l'impact sur le fonctionnement individuel.",51.31790300416132,81.57894736842107,78.94736842105262
Ollama llama3.2,0.2,"A depressive episode can be categorized as mild, moderate, or severe depending on the number and severity of symptoms, as well as the impact on the individual’s functioning.","Un épisode dépressif peut être classé comme léger, modéré ou sévère en fonction du nombre et de la gravité des symptômes, ainsi que de leur impact sur le fonctionnement de la personne concernée.","Une épisode dépressif peut être catégorisé comme faible, modéré ou sévère en fonction du nombre et de la gravité des symptômes ainsi que de l'impact sur le fonctionnement individuel.",51.31790300416132,81.57894736842107,78.94736842105262
Ollama llama3.2,0.5,"A depressive episode can be categorized as mild, moderate, or severe depending on the number and severity of symptoms, as well as the impact on the individual’s functioning.","Un épisode dépressif peut être classé comme léger, modéré ou sévère en fonction du nombre et de la gravité des symptômes, ainsi que de leur impact sur le fonctionnement de la personne concernée.","Un épisode dépressif peut être catégorisé comme faible, modéré ou sévère selon le nombre et la gravité des symptômes ainsi que l'impact sur les fonctions de l'individu.",26.508643322526837,74.66666666666666,66.66666666666666
Ollama llama3.2,0.8,"A depressive episode can be categorized as mild, moderate, or severe depending on the number and severity of symptoms, as well as the impact on the individual’s functioning.","Un épisode dépressif peut être classé comme léger, modéré ou sévère en fonction du nombre et de la gravité des symptômes, ainsi que de leur impact sur le fonctionnement de la personne concernée.","Un épisode dépressif peut être catégorisé comme faible, modéré ou grave en fonction du nombre et de la gravité des symptômes, ainsi que de l'impact sur le fonctionnement de l'individu.",57.57411620347949,78.94736842105262,76.31578947368422
Ollama llama3.2,1.0,"A depressive episode can be categorized as mild, moderate, or severe depending on the number and severity of symptoms, as well as the impact on the individual’s functioning.","Un épisode dépressif peut être classé comme léger, modéré ou sévère en fonction du nombre et de la gravité des symptômes, ainsi que de leur impact sur le fonctionnement de la personne concernée.","Un épisode dépressif peut être catégorisé comme faible, modéré ou sévère en fonction du nombre et de la gravité des symptômes ainsi que de son impact sur le fonctionnement de l'individu.",60.56540703165574,84.61538461538461,82.05128205128204
HF opus-mt,n/a,"There are different patterns of depressive episodes including: Depression results from a complex interaction of social, psychological, and biological factors.","Il existe différents types de trouble dépressif : La dépression résulte d’une interaction complexe de facteurs sociaux, psychologiques et biologiques.","Il existe différents types d'épisodes dépressifs, notamment : La dépression résulte d'une interaction complexe de facteurs sociaux, psychologiques et biologiques.",60.86209927462802,89.79591836734694,89.79591836734694
Ollama llama3.2,0.0,"There are different patterns of depressive episodes including: Depression results from a complex interaction of social, psychological, and biological factors.","Il existe différents types de trouble dépressif : La dépression résulte d’une interaction complexe de facteurs sociaux, psychologiques et biologiques.","Il existe différents modèles d'épisodes dépressifs, notamment : La dépression résulte d'une interaction complexe de facteurs sociaux, psychologiques et biologiques.",56.02926888650677,84.00000000000001,84.00000000000001
Ollama llama3.2,0.2,"There are different patterns of depressive episodes including: Depression results from a complex interaction of social, psychological, and biological factors.","Il existe différents types de trouble dépressif : La dépression résulte d’une interaction complexe de facteurs sociaux, psychologiques et biologiques.","Il existe différents modèles d'épisodes dépressifs, notamment : La dépression résulte d'une complexe interaction de facteurs sociaux, psychologiques et biologiques.",47.71512105691512,84.00000000000001,80.0
Ollama llama3.2,0.5,"There are different patterns of depressive episodes including: Depression results from a complex interaction of social, psychological, and biological factors.","Il existe différents types de trouble dépressif : La dépression résulte d’une interaction complexe de facteurs sociaux, psychologiques et biologiques.","Il existe différents modèles d'épisodes dépressifs, notamment : La dépression résulte d'une complexe interaction de facteurs sociaux, psychologiques et biologiques.",47.71512105691512,84.00000000000001,80.0
Ollama llama3.2,0.8,"There are different patterns of depressive episodes including: Depression results from a complex interaction of social, psychological, and biological factors.","Il existe différents types de trouble dépressif : La dépression résulte d’une interaction complexe de facteurs sociaux, psychologiques et biologiques.","Il existe différents modèles d'épisodes dépressifs, notamment : La dépression résulte d'une interaction complexe de facteurs sociaux, psychologiques et biologiques.",56.02926888650677,84.00000000000001,84.00000000000001
Ollama llama3.2,1.0,"There are different patterns of depressive episodes including: Depression results from a complex interaction of social, psychological, and biological factors.","Il existe différents types de trouble dépressif : La dépression résulte d’une interaction complexe de facteurs sociaux, psychologiques et biologiques.","Il existe diverses modélisations des épisodes de dépression, notamment : La dépression résulte d'une complexe interaction de facteurs sociaux, psychologiques et biologiques.",41.46629845117829,76.0,71.99999999999999
HF opus-mt,n/a,"People who have gone through adverse life events (unemployment, bereavement, traumatic events) are more likely to develop depression.","Les personnes qui ont vécu des épreuves (chômage, deuil, traumatismes) sont davantage susceptibles que les autres de souffrir de dépression.","Les personnes qui ont subi des événements indésirables (chômage, deuil, traumatisme) sont plus susceptibles de développer une dépression.",29.10708729782026,65.21739130434783,60.86956521739131
Ollama llama3.2,0.0,"People who have gone through adverse life events (unemployment, bereavement, traumatic events) are more likely to develop depression.","Les personnes qui ont vécu des épreuves (chômage, deuil, traumatismes) sont davantage susceptibles que les autres de souffrir de dépression.","Les personnes qui ont traversé des événements de vie difficiles (chômage, veuvage, événements traumatisants) sont plus susceptibles de développer une dépression.",17.4932986566737,57.14285714285715,48.97959183673469
Ollama llama3.2,0.2,"People who have gone through adverse life events (unemployment, bereavement, traumatic events) are more likely to develop depression.","Les personnes qui ont vécu des épreuves (chômage, deuil, traumatismes) sont davantage susceptibles que les autres de souffrir de dépression.","Les personnes qui ont traversé des événements de vie difficiles (chômage, veuvage, événements traumatisants) sont plus susceptibles de développer une dépression.",17.4932986566737,57.14285714285715,48.97959183673469
Ollama llama3.2,0.5,"People who have gone through adverse life events (unemployment, bereavement, traumatic events) are more likely to develop depression.","Les personnes qui ont vécu des épreuves (chômage, deuil, traumatismes) sont davantage susceptibles que les autres de souffrir de dépression.","Les personnes qui ont traversé des événements de vie difficiles (chômage, veuvage, événements traumatisants) sont plus susceptibles de développer une dépression.",17.4932986566737,57.14285714285715,48.97959183673469
Ollama llama3.2,0.8,"People who have gone through adverse life events (unemployment, bereavement, traumatic events) are more likely to develop depression.","Les personnes qui ont vécu des épreuves (chômage, deuil, traumatismes) sont davantage susceptibles que les autres de souffrir de dépression.","Les personnes ayant traversé des événements de vie négatifs (chômage, veuvage, événements traumatisants) sont plus susceptibles de développer une dépression.",10.361951835898177,48.97959183673469,40.816326530612244
Ollama llama3.2,1.0,"People who have gone through adverse life events (unemployment, bereavement, traumatic events) are more likely to develop depression.","Les personnes qui ont vécu des épreuves (chômage, deuil, traumatismes) sont davantage susceptibles que les autres de souffrir de dépression.","Les personnes qui ont vécu des événements difficiles de la vie (chômage, veuvage, traumatismes) sont plus susceptibles de développer une dépression.",35.25678415060714,65.3061224489796,61.224489795918366
HF opus-mt,n/a,"Depression can, in turn, lead to more stress and dysfunction and worsen the affected person’s life situation and the depression itself.","La dépression peut, à son tour, entraîner davantage de stress et de dysfonctionnements, ce qui aggrave la situation de la personne touchée et son état dépressif.","La dépression peut, à son tour, entraîner plus de stress et de dysfonctionnement et aggraver la situation de vie de la personne affectée et la dépression elle-même.",43.29051306333389,72.1311475409836,72.1311475409836
Ollama llama3.2,0.0,"Depression can, in turn, lead to more stress and dysfunction and worsen the affected person’s life situation and the depression itself.","La dépression peut, à son tour, entraîner davantage de stress et de dysfonctionnements, ce qui aggrave la situation de la personne touchée et son état dépressif.","La dépression peut, à son tour, entraîner davantage de stress et de dysfonctionnement et aggraver la situation de vie de la personne affectée ainsi que la dépression elle-même.",51.944251162987904,74.19354838709677,70.96774193548386
Ollama llama3.2,0.2,"Depression can, in turn, lead to more stress and dysfunction and worsen the affected person’s life situation and the depression itself.","La dépression peut, à son tour, entraîner davantage de stress et de dysfonctionnements, ce qui aggrave la situation de la personne touchée et son état dépressif.","La dépression peut, à son tour, entraîner davantage de stress et de dysfonctionnement et aggraver la situation de vie du personne affectée ainsi que la dépression elle-même.",51.15656623515532,75.40983606557377,68.85245901639345
Ollama llama3.2,0.5,"Depression can, in turn, lead to more stress and dysfunction and worsen the affected person’s life situation and the depression itself.","La dépression peut, à son tour, entraîner davantage de stress et de dysfonctionnements, ce qui aggrave la situation de la personne touchée et son état dépressif.","La dépression peut, à son tour, conduire à plus de stress et de dysfonctionnement et aggraver la situation de vie et l'état de dépression du personne affectée.",36.49233186376867,68.96551724137932,62.06896551724138
Ollama llama3.2,0.8,"Depression can, in turn, lead to more stress and dysfunction and worsen the affected person’s life situation and the depression itself.","La dépression peut, à son tour, entraîner davantage de stress et de dysfonctionnements, ce qui aggrave la situation de la personne touchée et son état dépressif.",La dépression peut conduire à davantage de stress et d'arrêts de fonctionnement et aggraver la situation de vie du personne affecté ainsi que lui-même.,15.789849275916293,56.14035087719299,49.122807017543856
Ollama llama3.2,1.0,"Depression can, in turn, lead to more stress and dysfunction and worsen the affected person’s life situation and the depression itself.","La dépression peut, à son tour, entraîner davantage de stress et de dysfonctionnements, ce qui aggrave la situation de la personne touchée et son état dépressif.",La dépression peut conduire à plus de stress et de dysfonctionnement et aggraver la situation de vie du malade et lui-même.,14.833501734249143,53.84615384615385,53.84615384615385
HF opus-mt,n/a,Depression is closely related to and affected by physical health.,"La dépression est étroitement liée à la santé physique, sur laquelle elle a une incidence.",La dépression est étroitement liée à la santé physique et est affectée par celle-ci.,49.527101827046046,60.60606060606061,60.60606060606061
Ollama llama3.2,0.0,Depression is closely related to and affected by physical health.,"La dépression est étroitement liée à la santé physique, sur laquelle elle a une incidence.",La dépression est étroitement liée à et affectée par la santé physique.,36.562756700038676,66.66666666666666,66.66666666666666
Ollama llama3.2,0.2,Depression is closely related to and affected by physical health.,"La dépression est étroitement liée à la santé physique, sur laquelle elle a une incidence.",La dépression est étroitement liée à et affectée par la santé physique.,36.562756700038676,66.66666666666666,66.66666666666666
Ollama llama3.2,0.5,Depression is closely related to and affected by physical health.,"La dépression est étroitement liée à la santé physique, sur laquelle elle a une incidence.",La dépression est étroitement liée à et affectée par la santé physique.,36.562756700038676,66.66666666666666,66.66666666666666
Ollama llama3.2,0.8,Depression is closely related to and affected by physical health.,"La dépression est étroitement liée à la santé physique, sur laquelle elle a une incidence.",La dépression est intimement liée à et affectée par la santé physique.,16.63584005556407,60.00000000000001,60.00000000000001
Ollama llama3.2,1.0,Depression is closely related to and affected by physical health.,"La dépression est étroitement liée à la santé physique, sur laquelle elle a une incidence.",La dépression est étroitement liée à la santé physique.,44.8715475469121,76.92307692307693,76.92307692307693
HF opus-mt,n/a,"Many of the factors that influence depression (such as physical inactivity or harmful use of alcohol) are also known risk factors for diseases such as cardiovascular disease, cancer, diabetes and respiratory diseases.","Bon nombre des facteurs qui influent sur la dépression (comme l’inactivité physique ou l’usage nocif de l’alcool) sont également des facteurs de risque connus de pathologies telles que les maladies cardiovasculaires, le cancer, le diabète et les affections respiratoires.","Bon nombre des facteurs qui influent sur la dépression (tels que l'inactivité physique ou la consommation nocive d'alcool) sont également des facteurs de risque connus pour des maladies comme les maladies cardiovasculaires, le cancer, le diabète et les maladies respiratoires.",59.58682465862941,79.54545454545455,75.0
Ollama llama3.2,0.0,"Many of the factors that influence depression (such as physical inactivity or harmful use of alcohol) are also known risk factors for diseases such as cardiovascular disease, cancer, diabetes and respiratory diseases.","Bon nombre des facteurs qui influent sur la dépression (comme l’inactivité physique ou l’usage nocif de l’alcool) sont également des facteurs de risque connus de pathologies telles que les maladies cardiovasculaires, le cancer, le diabète et les affections respiratoires.","De nombreux facteurs qui influencent la dépression (comme l'inactivité physique ou l'utilisation nocive de l'alcool) sont également des facteurs de risque pour les maladies telles que la maladie cardiaque, le cancer, le diabète et les maladies respiratoires.",39.84289156484505,76.74418604651163,72.09302325581395
Ollama llama3.2,0.2,"Many of the factors that influence depression (such as physical inactivity or harmful use of alcohol) are also known risk factors for diseases such as cardiovascular disease, cancer, diabetes and respiratory diseases.","Bon nombre des facteurs qui influent sur la dépression (comme l’inactivité physique ou l’usage nocif de l’alcool) sont également des facteurs de risque connus de pathologies telles que les maladies cardiovasculaires, le cancer, le diabète et les affections respiratoires.","De nombreux facteurs qui influencent la dépression (comme l'inactivité physique ou l'utilisation nocive de l'alcool) sont également des facteurs de risque pour les maladies telles que la maladie cardiaque, le cancer, le diabète et les maladies respiratoires.",39.84289156484505,76.74418604651163,72.09302325581395
Ollama llama3.2,0.5,"Many of the factors that influence depression (such as physical inactivity or harmful use of alcohol) are also known risk factors for diseases such as cardiovascular disease, cancer, diabetes and respiratory diseases.","Bon nombre des facteurs qui influent sur la dépression (comme l’inactivité physique ou l’usage nocif de l’alcool) sont également des facteurs de risque connus de pathologies telles que les maladies cardiovasculaires, le cancer, le diabète et les affections respiratoires.","De nombreux facteurs qui influencent la dépression (comme l'inactivité physique ou le usage nocif de l'alcool) sont également des facteurs de risque pour les maladies telles que la maladie cardiaque, le cancer, le diabète et les maladies respiratoires.",40.63887356179488,79.06976744186046,74.4186046511628
Ollama llama3.2,0.8,"Many of the factors that influence depression (such as physical inactivity or harmful use of alcohol) are also known risk factors for diseases such as cardiovascular disease, cancer, diabetes and respiratory diseases.","Bon nombre des facteurs qui influent sur la dépression (comme l’inactivité physique ou l’usage nocif de l’alcool) sont également des facteurs de risque connus de pathologies telles que les maladies cardiovasculaires, le cancer, le diabète et les affections respiratoires.","De nombreux facteurs qui influencent la dépression (comme l'inactivité physique ou l'abus d'alcool nocif) sont également des facteurs de risque pour les maladies telles que les troubles cardiovasculaires, le cancer, le diabète et les maladies respiratoires.",43.595605159959604,77.64705882352942,70.58823529411764
Ollama llama3.2,1.0,"Many of the factors that influence depression (such as physical inactivity or harmful use of alcohol) are also known risk factors for diseases such as cardiovascular disease, cancer, diabetes and respiratory diseases.","Bon nombre des facteurs qui influent sur la dépression (comme l’inactivité physique ou l’usage nocif de l’alcool) sont également des facteurs de risque connus de pathologies telles que les maladies cardiovasculaires, le cancer, le diabète et les affections respiratoires.","De nombreux facteurs qui influencent la dépression (comme l'inactivité physique ou l'abus d'alcool nocif) sont également des facteurs de risque pour les maladies telles que la maladie cardiaque, le cancer, le diabète et les maladies respiratoires.",39.821747795355584,75.29411764705883,68.23529411764706
HF opus-mt,n/a,"In turn, people with these diseases may also find themselves experiencing depression due to the difficulties associated with managing their condition.",Les personnes atteintes de ces pathologies peuvent également souffrir de dépression en raison des difficultés associées à la prise en charge de leur état.,"À son tour, les personnes atteintes de ces maladies peuvent aussi se retrouver en dépression en raison des difficultés associées à la gestion de leur état.",42.7287006396234,75.47169811320754,71.69811320754717
Ollama llama3.2,0.0,"In turn, people with these diseases may also find themselves experiencing depression due to the difficulties associated with managing their condition.",Les personnes atteintes de ces pathologies peuvent également souffrir de dépression en raison des difficultés associées à la prise en charge de leur état.,"En retour, les personnes atteintes de ces maladies peuvent également ressentir la dépression en raison des difficultés associées à la gestion de leur état.",47.08814006796008,80.76923076923077,76.92307692307693
Ollama llama3.2,0.2,"In turn, people with these diseases may also find themselves experiencing depression due to the difficulties associated with managing their condition.",Les personnes atteintes de ces pathologies peuvent également souffrir de dépression en raison des difficultés associées à la prise en charge de leur état.,"En retour, les personnes atteintes de ces maladies peuvent également ressentir la dépression en raison des difficultés associées à la gestion de leur état.",47.08814006796008,80.76923076923077,76.92307692307693
Ollama llama3.2,0.5,"In turn, people with these diseases may also find themselves experiencing depression due to the difficulties associated with managing their condition.",Les personnes atteintes de ces pathologies peuvent également souffrir de dépression en raison des difficultés associées à la prise en charge de leur état.,"En retour, les personnes atteintes de ces maladies peuvent également ressentir la dépression en raison des difficultés associées à la gestion de leur état.",47.08814006796008,80.76923076923077,76.92307692307693
Ollama llama3.2,0.8,"In turn, people with these diseases may also find themselves experiencing depression due to the difficulties associated with managing their condition.",Les personnes atteintes de ces pathologies peuvent également souffrir de dépression en raison des difficultés associées à la prise en charge de leur état.,"En retour, les personnes atteintes de ces maladies peuvent également se retrouver dans un état de dépression en raison des difficultés associées à la gestion de leur état.",44.18975777649825,78.57142857142856,75.0
Ollama llama3.2,1.0,"In turn, people with these diseases may also find themselves experiencing depression due to the difficulties associated with managing their condition.",Les personnes atteintes de ces pathologies peuvent également souffrir de dépression en raison des difficultés associées à la prise en charge de leur état.,"En retour, les personnes qui ont ces maladies peuvent également ressentir de la dépression en raison des difficultés associées à la gestion de leur état.",38.20749987385285,75.47169811320754,71.69811320754717
HF opus-mt,n/a,Prevention programmes have been shown to reduce depression.,L’efficacité des programmes de prévention de la dépression est prouvée.,Il a été démontré que les programmes de prévention réduisaient la dépression.,15.133218633429316,46.666666666666664,46.666666666666664
Ollama llama3.2,0.0,Prevention programmes have been shown to reduce depression.,L’efficacité des programmes de prévention de la dépression est prouvée.,Les programmes de prévention ont montré une réduction de la dépression.,22.03359678996932,57.14285714285714,57.14285714285714
Ollama llama3.2,0.2,Prevention programmes have been shown to reduce depression.,L’efficacité des programmes de prévention de la dépression est prouvée.,Les programmes de prévention ont montré une réduction de la dépression.,22.03359678996932,57.14285714285714,57.14285714285714
Ollama llama3.2,0.5,Prevention programmes have been shown to reduce depression.,L’efficacité des programmes de prévention de la dépression est prouvée.,Les programmes de prévention ont montré une réduction de la dépression.,22.03359678996932,57.14285714285714,57.14285714285714
Ollama llama3.2,0.8,Prevention programmes have been shown to reduce depression.,L’efficacité des programmes de prévention de la dépression est prouvée.,Les programmes de prévention ont montré que la dépression peut être réduite.,15.133218633429316,48.275862068965516,48.275862068965516
Ollama llama3.2,1.0,Prevention programmes have been shown to reduce depression.,L’efficacité des programmes de prévention de la dépression est prouvée.,Les programmes de prévention ont été montrés réduire la dépression.,18.36028134946796,50.0,50.0
HF opus-mt,n/a,Effective community approaches to prevent depression include school-based programmes to enhance a pattern of positive coping in children and adolescents.,Les approches communautaires efficaces en la matière comprennent des programmes scolaires visant à renforcer une aptitude positive à faire face aux difficultés chez les enfants et les adolescents.,Des approches communautaires efficaces de prévention de la dépression comprennent des programmes scolaires visant à améliorer l'adaptation positive des enfants et des adolescents.,24.23722957478813,48.14814814814815,48.14814814814815
